"No.","Time","Source","Destination","Protocol","Length","Info"
"175","0.021538344","127.0.0.1","127.0.0.1","TCP","66","52252  >  8091 [ACK] Seq=132 Ack=102 Win=65536 Len=0 TSval=179383624 TSecr=179383624"
"176","0.021569646","127.0.0.1","127.0.0.1","TCP","66","8091  >  52280 [FIN, ACK] Seq=92 Ack=132 Win=65536 Len=0 TSval=179383624 TSecr=179383624"
"177","0.021584501","127.0.0.1","127.0.0.1","TCP","66","52280  >  8091 [ACK] Seq=132 Ack=93 Win=65536 Len=0 TSval=179383624 TSecr=179383624"
"178","0.021689825","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"179","0.021705254","127.0.0.1","127.0.0.1","TCP","66","46056  >  8093 [ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383624 TSecr=179383624"
"180","0.021789082","127.0.0.1","127.0.0.1","TCP","74","52392  >  8091 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383625 TSecr=0 WS=128"
"181","0.021809729","127.0.0.1","127.0.0.1","TCP","74","8091  >  52392 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383625 TSecr=179383625 WS=128"
"182","0.021828732","127.0.0.1","127.0.0.1","TCP","66","52392  >  8091 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"183","0.021959936","127.0.0.1","127.0.0.1","HTTP","195","POST / HTTP/1.1 "
"184","0.021976496","127.0.0.1","127.0.0.1","TCP","66","8091  >  52392 [ACK] Seq=1 Ack=130 Win=65408 Len=0 TSval=179383625 TSecr=179383625"
"185","0.022289786","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"186","0.022290451","127.0.0.1","127.0.0.1","TCP","66","46056  >  8093 [FIN, ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383625 TSecr=179383624"
"187","0.022307703","127.0.0.1","127.0.0.1","TCP","66","52392  >  8091 [ACK] Seq=130 Ack=92 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"188","0.022321385","127.0.0.1","127.0.0.1","TCP","66","60942  >  8092 [FIN, ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383625 TSecr=179383623"
"189","0.022348519","127.0.0.1","127.0.0.1","TCP","66","46050  >  8093 [FIN, ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383625 TSecr=179383621"
"190","0.022369543","127.0.0.1","127.0.0.1","TCP","66","60940  >  8092 [FIN, ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383625 TSecr=179383620"
"191","0.022390154","127.0.0.1","127.0.0.1","TCP","66","46048  >  8093 [FIN, ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383625 TSecr=179383616"
"192","0.022399342","127.0.0.1","127.0.0.1","TCP","66","52392  >  8091 [FIN, ACK] Seq=130 Ack=92 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"193","0.022411676","127.0.0.1","127.0.0.1","TCP","66","60936  >  8092 [FIN, ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383625 TSecr=179383615"
"194","0.022412531","127.0.0.1","127.0.0.1","TCP","66","8093  >  46056 [FIN, ACK] Seq=92 Ack=109 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"195","0.022425602","127.0.0.1","127.0.0.1","TCP","66","52370  >  8091 [FIN, ACK] Seq=131 Ack=92 Win=65536 Len=0 TSval=179383625 TSecr=179383622"
"196","0.022433539","127.0.0.1","127.0.0.1","TCP","66","46038  >  8093 [FIN, ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383625 TSecr=179383613"
"197","0.022435838","127.0.0.1","127.0.0.1","TCP","66","46056  >  8093 [ACK] Seq=109 Ack=93 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"198","0.022447619","127.0.0.1","127.0.0.1","TCP","66","52348  >  8091 [FIN, ACK] Seq=131 Ack=92 Win=65536 Len=0 TSval=179383625 TSecr=179383620"
"199","0.022453719","127.0.0.1","127.0.0.1","TCP","66","60924  >  8092 [FIN, ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383625 TSecr=179383612"
"200","0.022469514","127.0.0.1","127.0.0.1","TCP","66","52326  >  8091 [FIN, ACK] Seq=131 Ack=92 Win=65536 Len=0 TSval=179383625 TSecr=179383614"
"201","0.022477431","127.0.0.1","127.0.0.1","TCP","66","46026  >  8093 [FIN, ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383625 TSecr=179383611"
"202","0.022492561","127.0.0.1","127.0.0.1","TCP","66","52296  >  8091 [FIN, ACK] Seq=131 Ack=92 Win=65536 Len=0 TSval=179383625 TSecr=179383612"
"203","0.022499451","127.0.0.1","127.0.0.1","TCP","66","60914  >  8092 [FIN, ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383625 TSecr=179383610"
"204","0.022511346","127.0.0.1","127.0.0.1","TCP","66","8092  >  60942 [FIN, ACK] Seq=92 Ack=109 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"205","0.022511404","127.0.0.1","127.0.0.1","TCP","66","8093  >  46050 [FIN, ACK] Seq=92 Ack=109 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"206","0.022514153","127.0.0.1","127.0.0.1","TCP","66","52268  >  8091 [FIN, ACK] Seq=131 Ack=101 Win=65536 Len=0 TSval=179383625 TSecr=179383609"
"207","0.022521880","127.0.0.1","127.0.0.1","TCP","66","46012  >  8093 [FIN, ACK] Seq=108 Ack=101 Win=65536 Len=0 TSval=179383625 TSecr=179383608"
"208","0.022524224","127.0.0.1","127.0.0.1","TCP","66","8091  >  52392 [FIN, ACK] Seq=92 Ack=131 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"209","0.022530041","127.0.0.1","127.0.0.1","TCP","66","60942  >  8092 [ACK] Seq=109 Ack=93 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"210","0.022530306","127.0.0.1","127.0.0.1","TCP","66","46050  >  8093 [ACK] Seq=109 Ack=93 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"211","0.022553037","127.0.0.1","127.0.0.1","TCP","66","52392  >  8091 [ACK] Seq=131 Ack=93 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"212","0.022553726","127.0.0.1","127.0.0.1","TCP","66","60906  >  8092 [FIN, ACK] Seq=108 Ack=101 Win=65536 Len=0 TSval=179383625 TSecr=179383607"
"213","0.022608011","127.0.0.1","127.0.0.1","TCP","66","8092  >  60940 [FIN, ACK] Seq=92 Ack=109 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"214","0.022620587","127.0.0.1","127.0.0.1","TCP","66","8091  >  52370 [FIN, ACK] Seq=92 Ack=132 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"215","0.022622344","127.0.0.1","127.0.0.1","TCP","66","8093  >  46038 [FIN, ACK] Seq=92 Ack=109 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"216","0.022624689","127.0.0.1","127.0.0.1","TCP","66","60940  >  8092 [ACK] Seq=109 Ack=93 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"217","0.022639668","127.0.0.1","127.0.0.1","TCP","66","52370  >  8091 [ACK] Seq=132 Ack=93 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"218","0.022640599","127.0.0.1","127.0.0.1","TCP","66","46038  >  8093 [ACK] Seq=109 Ack=93 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"219","0.022683660","127.0.0.1","127.0.0.1","TCP","66","8092  >  60936 [FIN, ACK] Seq=92 Ack=109 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"220","0.022693192","127.0.0.1","127.0.0.1","TCP","66","8091  >  52348 [FIN, ACK] Seq=92 Ack=132 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"221","0.022695984","127.0.0.1","127.0.0.1","TCP","66","8093  >  46048 [FIN, ACK] Seq=92 Ack=109 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"222","0.022699457","127.0.0.1","127.0.0.1","TCP","66","60936  >  8092 [ACK] Seq=109 Ack=93 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"223","0.022711334","127.0.0.1","127.0.0.1","TCP","66","52348  >  8091 [ACK] Seq=132 Ack=93 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"224","0.022713021","127.0.0.1","127.0.0.1","TCP","66","46048  >  8093 [ACK] Seq=109 Ack=93 Win=65536 Len=0 TSval=179383625 TSecr=179383625"
"225","0.022742736","127.0.0.1","127.0.0.1","TCP","66","8093  >  46026 [FIN, ACK] Seq=92 Ack=109 Win=65536 Len=0 TSval=179383626 TSecr=179383625"
"226","0.022749793","127.0.0.1","127.0.0.1","TCP","66","8091  >  52326 [FIN, ACK] Seq=92 Ack=132 Win=65536 Len=0 TSval=179383626 TSecr=179383625"
"227","0.022754369","127.0.0.1","127.0.0.1","TCP","66","8092  >  60924 [FIN, ACK] Seq=92 Ack=109 Win=65536 Len=0 TSval=179383626 TSecr=179383625"
"228","0.022758658","127.0.0.1","127.0.0.1","TCP","66","46026  >  8093 [ACK] Seq=109 Ack=93 Win=65536 Len=0 TSval=179383626 TSecr=179383626"
"229","0.022761817","127.0.0.1","127.0.0.1","TCP","66","52326  >  8091 [ACK] Seq=132 Ack=93 Win=65536 Len=0 TSval=179383626 TSecr=179383626"
"230","0.022770042","127.0.0.1","127.0.0.1","TCP","66","60924  >  8092 [ACK] Seq=109 Ack=93 Win=65536 Len=0 TSval=179383626 TSecr=179383626"
"231","0.022780757","127.0.0.1","127.0.0.1","TCP","66","8091  >  52296 [FIN, ACK] Seq=92 Ack=132 Win=65536 Len=0 TSval=179383626 TSecr=179383625"
"232","0.022787866","127.0.0.1","127.0.0.1","TCP","66","8093  >  46012 [FIN, ACK] Seq=101 Ack=109 Win=65536 Len=0 TSval=179383626 TSecr=179383625"
"233","0.022790959","127.0.0.1","127.0.0.1","TCP","66","52296  >  8091 [ACK] Seq=132 Ack=93 Win=65536 Len=0 TSval=179383626 TSecr=179383626"
"234","0.022799381","127.0.0.1","127.0.0.1","TCP","66","8092  >  60914 [FIN, ACK] Seq=92 Ack=109 Win=65536 Len=0 TSval=179383626 TSecr=179383625"
"235","0.022803132","127.0.0.1","127.0.0.1","TCP","66","46012  >  8093 [ACK] Seq=109 Ack=102 Win=65536 Len=0 TSval=179383626 TSecr=179383626"
"236","0.022808097","127.0.0.1","127.0.0.1","TCP","66","8091  >  52268 [FIN, ACK] Seq=101 Ack=132 Win=65536 Len=0 TSval=179383626 TSecr=179383625"
"237","0.022814853","127.0.0.1","127.0.0.1","TCP","66","60914  >  8092 [ACK] Seq=109 Ack=93 Win=65536 Len=0 TSval=179383626 TSecr=179383626"
"238","0.022818045","127.0.0.1","127.0.0.1","TCP","66","52268  >  8091 [ACK] Seq=132 Ack=102 Win=65536 Len=0 TSval=179383626 TSecr=179383626"
"239","0.022840262","127.0.0.1","127.0.0.1","TCP","66","8092  >  60906 [FIN, ACK] Seq=101 Ack=109 Win=65536 Len=0 TSval=179383626 TSecr=179383625"
"240","0.022849627","127.0.0.1","127.0.0.1","TCP","66","60906  >  8092 [ACK] Seq=109 Ack=102 Win=65536 Len=0 TSval=179383626 TSecr=179383626"
